product_name,category,price,mrp,rating,review_count,product_url,seller_name,seller_rating,discount_pct,price_to_mrp_ratio,rating_review_ratio,review_density,generic_word_count,uppercase_ratio,category_avg_price,price_deviation_from_category,extreme_discount_flag,suspicious_trust_flag,aggressive_listing_flag,risk_score,risk_level,seller_cluster_id
"Riya Bindas Black Perfume, For Men, 30 ml (Pack Of 1)",perfume,129,185,4.3,60.0,https://www.snapdeal.com/product/riya-eau-de-parfum-edp/627220187348#bcrumbSearch:perfume,,,0.3027027027027027,0.6972972972972973,1.0460063096255379,0.46511627906976744,0,0.1509433962264151,196.55,-67.55000000000001,0,1,0,1,Low,3
Brit Accent Eau De Toilette (EDT) Woody -Fragrance For Unisex ( Pack of 2 ),perfume,193,798,3.9,51.0,https://www.snapdeal.com/product/brit-accent-eau-de-toilette/644076346456#bcrumbSearch:perfume,SANGRILA LIFESTYLE PRIVATE LIMITED,4.1,0.7581453634085213,0.24185463659147868,0.9870309901815357,0.26424870466321243,0,0.17333333333333334,196.55,-3.5500000000000114,1,1,0,2,Medium,3
OG BEAUTY Luxury Charade Eau De Parfum - Premium Fragrance & Long-Lasting Scent - 50 ml For Women,perfume,141,299,4.9,10.0,https://www.snapdeal.com/product/og-beauty-luxury-eau-de/632973977513#bcrumbSearch:perfume,,,0.5284280936454849,0.47157190635451507,2.043458717978807,0.07092198581560284,0,0.20618556701030927,196.55,-55.55000000000001,0,0,0,0,Low,3
The Man Company Eau De Toilette (EDT) Fresh -Fragrance For Men ( Pack of 1 ),perfume,274,2198,3.9,33.0,https://www.snapdeal.com/product/the-man-company-eau-de/667970593814#bcrumbSearch:perfume,HELIOS LIFESTYLE PVT LTD,5.0,0.8753412192902639,0.12465878070973613,1.1059561190002,0.12043795620437957,0,0.18421052631578946,196.55,77.44999999999999,1,1,0,2,Medium,3
"BRIT ACCENT Men's Luxury Parfum Gift Set|4 x 20ml EDP|Believe, Conquer, Dominate, Explorer | Eau de Parfum - 80 ml",perfume,265,796,4.1,273.0,https://www.snapdeal.com/product/brit-accent-eau-de-parfum/642866647819#bcrumbSearch:perfume,,,0.6670854271356784,0.33291457286432163,0.7304305054669887,1.030188679245283,0,0.21052631578947367,196.55,68.44999999999999,1,1,0,2,Medium,3
"OG BEAUTY Luxury Pristine Eau De Parfum - Premium Fragrance & Long-Lasting Scent - 50 ml , For Men",perfume,150,299,4.8,11.0,https://www.snapdeal.com/product/og-beauty-luxury-eau-de/680611684678#bcrumbSearch:perfume,OG BEAUTY PRIVATE LIMITED,4.1,0.4983277591973244,0.5016722408026756,1.9316621010328543,0.07333333333333333,0,0.20408163265306123,196.55,-46.55000000000001,0,0,0,0,Low,3
OSSA Magnet Apparel Perfume Unisex With Oriental Notes Premium Long Lasting Fragrance Eau de Parfum - 100 ml (For Men & Women),perfume,238,380,4.4,239.0,https://www.snapdeal.com/product/ossa-eau-de-parfum-edp/664753265288#bcrumbSearch:perfume,,,0.3736842105263158,0.6263157894736842,0.8028261050477966,1.004201680672269,0,0.15873015873015872,196.55,41.44999999999999,0,1,0,1,Low,3
Campus HURRICANE White Men's Sports Running Shoes,men_shoes,807,1699,4.4,7795.0,https://www.snapdeal.com/product/campus-navy-mens-sports-running/5764608200676964672#bcrumbSearch:men%20shoes,Campus Activewear Limited,4.2,0.5250147145379636,0.4749852854620365,0.4909965701916571,9.659231722428748,0,0.30612244897959184,759.45,47.549999999999955,0,1,1,2,Medium,4
OZJI Blue Men's Sports Running Shoes,men_shoes,546,2299,4.2,31.0,https://www.snapdeal.com/product/ozji-blue-mens-sports-running/627569187125#bcrumbSearch:men%20shoes,,,0.7625054371465855,0.23749456285341453,1.2118638343467294,0.056776556776556776,0,0.25,759.45,-213.45000000000005,1,0,0,1,Low,3
VL Shoes Rawar White Men's Sports Running Shoes,men_shoes,679,999,4.9,8.0,https://www.snapdeal.com/product/vl-shoes-rawar-white-mens/655816478204#bcrumbSearch:men%20shoes,V.L. SHOES SUPPLIERS,,0.3203203203203203,0.6796796796796797,2.2300861052357517,0.011782032400589101,0,0.19148936170212766,759.45,-80.45000000000005,0,0,0,0,Low,4
hotstyle Gray Men's Sports Running Shoes,men_shoes,512,2249,4.0,631.0,https://www.snapdeal.com/product/hotstyle-gray-mens-sports-running/623981372905#bcrumbSearch:men%20shoes,,,0.7723432636727434,0.22765673632725655,0.6202618397565449,1.232421875,0,0.125,759.45,-247.45000000000005,1,1,0,2,Medium,3
Campus OSLO PRO Gray Men's Sports Running Shoes,men_shoes,994,1499,4.2,584.0,https://www.snapdeal.com/product/campus-oslo-pro-gray-running/658074830310#bcrumbSearch:men%20shoes,Campus Activewear Limited,4.2,0.33689126084056037,0.6631087391594396,0.6591738638041311,0.5875251509054326,1,0.2765957446808511,759.45,234.54999999999995,0,1,1,2,Medium,4
Clymb Blue Men's Sports Running Shoes,men_shoes,509,1999,4.2,261.0,https://www.snapdeal.com/product/clymb-blue-mens-sports-running/648650016939#bcrumbSearch:men%20shoes,,,0.7453726863431716,0.2546273136568284,0.7542636769623614,0.5127701375245579,0,0.16216216216216217,759.45,-250.45000000000005,1,1,0,2,Medium,3
Action White Men's Sports Running Shoes,men_shoes,1170,3199,4.5,196.0,https://www.snapdeal.com/product/action-white-mens-sports-running/649439992773#bcrumbSearch:men%20shoes,MICRO INDUSTRIAL CORPORATION,4.0,0.6342607064707722,0.3657392935292279,0.8517559100593166,0.1675213675213675,0,0.15384615384615385,759.45,410.54999999999995,1,1,0,2,Medium,4
Campus XAVEN Black Men's Sports Running Shoes,men_shoes,704,1999,4.5,33.0,https://www.snapdeal.com/product/campus-xaven-black-mens-sports/5764608201990330029#bcrumbSearch:men%20shoes,,,0.647823911955978,0.352176088044022,1.2761032142310003,0.046875,0,0.24444444444444444,759.45,-55.450000000000045,1,0,0,1,Low,4
ASIAN DOMINATOR-03 White Men's Sports Running Shoes,men_shoes,805,2499,4.2,1016.0,https://www.snapdeal.com/product/asian-dominator03-white-mens-sports/5764608164689459547#bcrumbSearch:men%20shoes,Asian Footwears Pvt. Ltd,4.1,0.6778711484593838,0.32212885154061627,0.6065321435748051,1.262111801242236,0,0.37254901960784315,759.45,45.549999999999955,1,1,1,3,Medium,1
Campus HELIX PRO Black Men's Sports Running Shoes,men_shoes,773,1699,4.6,17.0,https://www.snapdeal.com/product/campus-helix-pro-black-mens/8070451203287111738#bcrumbSearch:men%20shoes,,,0.5450264861683343,0.4549735138316657,1.5914907788014905,0.02199223803363519,1,0.2857142857142857,759.45,13.549999999999955,0,0,1,1,Low,4
ASIAN NAVIGATOR-01 Off White Men's Sports Running Shoes,men_shoes,823,2399,4.3,98.0,https://www.snapdeal.com/product/asian-navigator01-off-white-mens/5764608199018255476#bcrumbSearch:men%20shoes,Asian Footwears Pvt. Ltd,4.1,0.6569403918299291,0.34305960817007086,0.9357753747976898,0.11907654921020656,0,0.36363636363636365,759.45,63.549999999999955,1,1,1,3,Medium,1
Clymb Gray Men's Sports Running Shoes,men_shoes,632,2100,4.1,495.0,https://www.snapdeal.com/product/clymb-gray-mens-sports-running/679436758476#bcrumbSearch:men%20shoes,,,0.699047619047619,0.30095238095238097,0.6605896791410846,0.7832278481012658,0,0.16216216216216217,759.45,-127.45000000000005,1,1,0,2,Medium,3
Campus NORTH PLUS Black Men's Sports Running Shoes,men_shoes,909,1899,4.2,1355.0,https://www.snapdeal.com/product/campus-north-plus-black-running/673098707184#bcrumbSearch:men%20shoes,Campus Activewear Limited,4.2,0.5213270142180095,0.4786729857819905,0.5823389516808387,1.4906490649064907,0,0.3,759.45,149.54999999999995,0,1,1,2,Medium,4
ASIAN POWERPLAY-05 Dark Grey Men's Sports Running Shoes,men_shoes,783,2499,4.2,294.0,https://www.snapdeal.com/product/asian-powerplay05-black-mens-sports/8070451196140442212#bcrumbSearch:men%20shoes,,,0.6866746698679472,0.3133253301320528,0.7385296641593242,0.37547892720306514,0,0.36363636363636365,759.45,23.549999999999955,1,1,1,3,Medium,1
Campus ABACUS Blue Men's Sports Running Shoes,men_shoes,973,2299,4.3,1992.0,https://www.snapdeal.com/product/campus-abacus-blue-running-shoes/675359002411#bcrumbSearch:men%20shoes,Campus Activewear Limited,4.2,0.5767725097868639,0.42322749021313616,0.565983373614444,2.0472764645426516,0,0.26666666666666666,759.45,213.54999999999995,0,1,1,2,Medium,4
ASIAN RAFTAAR-13 Light Grey Men's Sports Running Shoes,men_shoes,657,2249,4.2,92.0,https://www.snapdeal.com/product/asian-raftaar13-light-grey-mens/5764608209019678818#bcrumbSearch:men%20shoes,,,0.7078701645175633,0.29212983548243665,0.9266205863421937,0.1400304414003044,0,0.3333333333333333,759.45,-102.45000000000005,1,1,1,3,Medium,1
Campus NORTH PLUS Black Men's Sports Running Shoes,men_shoes,909,1899,4.2,1910.0,https://www.snapdeal.com/product/campus-north-plus-black-running/5764608167349667899#bcrumbSearch:men%20shoes,Campus Activewear Limited,4.2,0.5213270142180095,0.4786729857819905,0.5558951262817102,2.1012101210121013,0,0.3,759.45,149.54999999999995,0,1,1,2,Medium,4
Clymb Sports Black Men's Sports Running Shoes,men_shoes,411,1499,4.4,28.0,https://www.snapdeal.com/product/clymb-sports-black-mens-sports/635496149700#bcrumbSearch:men%20shoes,,,0.7258172114743162,0.2741827885256838,1.3066864992428284,0.0681265206812652,0,0.15555555555555556,759.45,-348.45000000000005,1,0,0,1,Low,3
Liberty ROBIN-2E White Men's Sports Running Shoes,men_shoes,989,2699,3.7,11.0,https://www.snapdeal.com/product/liberty-robin2e-white-mens-sports/681004313067#bcrumbSearch:men%20shoes,Liberty Shoes Limited,4.0,0.6335679881437569,0.3664320118562431,1.4889895362128254,0.011122345803842264,0,0.24489795918367346,759.45,229.54999999999995,1,0,0,1,Low,4
Campus - Black Men's Sports Running Shoes,men_shoes,604,1399,4.3,10.0,https://www.snapdeal.com/product/campus-black-mens-sports-running/672834496979#bcrumbSearch:men%20shoes,,,0.5682630450321658,0.43173695496783415,1.793239283124259,0.016556291390728478,0,0.14634146341463414,759.45,-155.45000000000005,0,0,0,0,Low,4
